geo_value,time_value,value,name,state,metric
42097,12/18/20,51.6522528,Northumberland County,PA,community
42101,12/18/20,25.3418261,Philadelphia County,PA,community
42107,12/18/20,41.2743311,Schuylkill County,PA,community
42125,12/18/20,37.917754,Washington County,PA,community
42129,12/18/20,43.8979464,Westmoreland County,PA,community
42133,12/18/20,37.9840684,York County,PA,community
42000,12/19/20,45.5910964,Rest of PA,PA,community
42001,12/19/20,35.9224297,Adams County,PA,community
42003,12/19/20,30.9628117,Allegheny County,PA,community
42007,12/19/20,42.5975362,Beaver County,PA,community
42011,12/19/20,33.5815774,Berks County,PA,community
42013,12/19/20,53.2864277,Blair County,PA,community
42017,12/19/20,32.757904,Bucks County,PA,community
42019,12/19/20,32.2310927,Butler County,PA,community
42021,12/19/20,49.8594909,Cambria County,PA,community
42025,12/19/20,45.2362822,Carbon County,PA,community
42027,12/19/20,27.926998,Centre County,PA,community
42029,12/19/20,25.9792453,Chester County,PA,community
42033,12/19/20,46.9996048,Clearfield County,PA,community
42039,12/19/20,46.1274964,Crawford County,PA,community
42041,12/19/20,34.4112355,Cumberland County,PA,community
42043,12/19/20,33.077463,Dauphin County,PA,community
42045,12/19/20,30.4125546,Delaware County,PA,community
42049,12/19/20,40.2135041,Erie County,PA,community
42051,12/19/20,45.1687649,Fayette County,PA,community
42055,12/19/20,43.1907416,Franklin County,PA,community
42069,12/19/20,35.2998096,Lackawanna County,PA,community
42071,12/19/20,39.1399171,Lancaster County,PA,community
42075,12/19/20,35.0362618,Lebanon County,PA,community
42077,12/19/20,31.5406766,Lehigh County,PA,community
42079,12/19/20,35.4378894,Luzerne County,PA,community
42081,12/19/20,56.1604657,Lycoming County,PA,community
42085,12/19/20,41.4193926,Mercer County,PA,community
42089,12/19/20,24.5105009,Monroe County,PA,community
42091,12/19/20,28.4558989,Montgomery County,PA,community
42095,12/19/20,30.6850929,Northampton County,PA,community
42097,12/19/20,53.0428559,Northumberland County,PA,community
42101,12/19/20,25.6400274,Philadelphia County,PA,community
42107,12/19/20,40.8125554,Schuylkill County,PA,community
42125,12/19/20,37.1166014,Washington County,PA,community
42129,12/19/20,44.638599,Westmoreland County,PA,community
42133,12/19/20,38.2821246,York County,PA,community
42000,12/20/20,44.0185866,Rest of PA,PA,community
42001,12/20/20,33.4227952,Adams County,PA,community
42003,12/20/20,30.5217724,Allegheny County,PA,community
42007,12/20/20,39.5941888,Beaver County,PA,community
42011,12/20/20,33.1050574,Berks County,PA,community
42013,12/20/20,51.6479618,Blair County,PA,community
42017,12/20/20,32.2183302,Bucks County,PA,community
42019,12/20/20,32.3151906,Butler County,PA,community
42021,12/20/20,50.02938,Cambria County,PA,community
42025,12/20/20,39.2341669,Carbon County,PA,community
42027,12/20/20,32.2057944,Centre County,PA,community
42029,12/20/20,25.4610193,Chester County,PA,community
42039,12/20/20,45.0363348,Crawford County,PA,community
42041,12/20/20,36.5033259,Cumberland County,PA,community
42043,12/20/20,31.5172519,Dauphin County,PA,community
42045,12/20/20,30.1627157,Delaware County,PA,community
42049,12/20/20,41.1712277,Erie County,PA,community
42051,12/20/20,45.7561331,Fayette County,PA,community
42055,12/20/20,40.9253043,Franklin County,PA,community
42069,12/20/20,36.4587589,Lackawanna County,PA,community
42071,12/20/20,38.9675937,Lancaster County,PA,community
42075,12/20/20,36.5412207,Lebanon County,PA,community
42077,12/20/20,30.8240497,Lehigh County,PA,community
42079,12/20/20,34.9149985,Luzerne County,PA,community
42081,12/20/20,53.3854935,Lycoming County,PA,community
42085,12/20/20,42.1044515,Mercer County,PA,community
42089,12/20/20,24.6662757,Monroe County,PA,community
42091,12/20/20,27.6658718,Montgomery County,PA,community
42095,12/20/20,31.0871871,Northampton County,PA,community
42097,12/20/20,54.2248642,Northumberland County,PA,community
42101,12/20/20,25.343529,Philadelphia County,PA,community
42107,12/20/20,41.6427117,Schuylkill County,PA,community
42111,12/20/20,56.5547404,Somerset County,PA,community
42125,12/20/20,36.5998281,Washington County,PA,community
42129,12/20/20,42.3981526,Westmoreland County,PA,community
42133,12/20/20,37.5444541,York County,PA,community
42000,12/21/20,43.1090778,Rest of PA,PA,community
42001,12/21/20,38.8243951,Adams County,PA,community
42003,12/21/20,30.7992041,Allegheny County,PA,community
42007,12/21/20,40.8583749,Beaver County,PA,community
42011,12/21/20,34.3801574,Berks County,PA,community
42013,12/21/20,50.4378704,Blair County,PA,community
42017,12/21/20,30.9646576,Bucks County,PA,community
42019,12/21/20,32.4518579,Butler County,PA,community
42021,12/21/20,49.5679024,Cambria County,PA,community
42027,12/21/20,30.3631118,Centre County,PA,community
42029,12/21/20,25.4134038,Chester County,PA,community
42039,12/21/20,46.5808329,Crawford County,PA,community
42041,12/21/20,36.245729,Cumberland County,PA,community
42043,12/21/20,32.9610074,Dauphin County,PA,community
42045,12/21/20,27.7504213,Delaware County,PA,community
42049,12/21/20,42.741556,Erie County,PA,community
42051,12/21/20,43.0495119,Fayette County,PA,community
42055,12/21/20,41.4085705,Franklin County,PA,community
42069,12/21/20,35.8752171,Lackawanna County,PA,community
42071,12/21/20,38.6255132,Lancaster County,PA,community
42075,12/21/20,37.5371587,Lebanon County,PA,community
42077,12/21/20,29.9829537,Lehigh County,PA,community
42079,12/21/20,34.0272136,Luzerne County,PA,community
42081,12/21/20,51.708222,Lycoming County,PA,community
42085,12/21/20,44.5114928,Mercer County,PA,community
42089,12/21/20,23.9289312,Monroe County,PA,community
42091,12/21/20,27.7091672,Montgomery County,PA,community
42095,12/21/20,31.099362,Northampton County,PA,community
42097,12/21/20,49.2706203,Northumberland County,PA,community
42101,12/21/20,24.5802816,Philadelphia County,PA,community
42107,12/21/20,42.0376896,Schuylkill County,PA,community
42125,12/21/20,36.8934946,Washington County,PA,community
42129,12/21/20,41.6665562,Westmoreland County,PA,community
42133,12/21/20,36.710184,York County,PA,community
42000,12/22/20,43.1773715,Rest of PA,PA,community
42001,12/22/20,36.4999435,Adams County,PA,community
42003,12/22/20,30.0433008,Allegheny County,PA,community
42007,12/22/20,38.0434455,Beaver County,PA,community
42011,12/22/20,35.7782875,Berks County,PA,community
42013,12/22/20,49.802281,Blair County,PA,community
42017,12/22/20,30.117479,Bucks County,PA,community
42019,12/22/20,28.5689125,Butler County,PA,community
42021,12/22/20,50.6336142,Cambria County,PA,community
42027,12/22/20,28.6385172,Centre County,PA,community
42029,12/22/20,26.3392199,Chester County,PA,community
42039,12/22/20,46.8576661,Crawford County,PA,community
42041,12/22/20,35.7347814,Cumberland County,PA,community
42043,12/22/20,35.6423514,Dauphin County,PA,community
42045,12/22/20,27.0406939,Delaware County,PA,community
42049,12/22/20,40.6341656,Erie County,PA,community
42051,12/22/20,45.2590495,Fayette County,PA,community
42055,12/22/20,41.8264352,Franklin County,PA,community
42069,12/22/20,35.1173172,Lackawanna County,PA,community
42071,12/22/20,38.7126328,Lancaster County,PA,community
42075,12/22/20,42.6996934,Lebanon County,PA,community
42077,12/22/20,29.5692241,Lehigh County,PA,community
42079,12/22/20,35.5594463,Luzerne County,PA,community
42081,12/22/20,48.6753378,Lycoming County,PA,community
42085,12/22/20,46.0553961,Mercer County,PA,community
42089,12/22/20,24.0730547,Monroe County,PA,community
42091,12/22/20,26.6882958,Montgomery County,PA,community
42095,12/22/20,30.0154495,Northampton County,PA,community
42097,12/22/20,48.8527946,Northumberland County,PA,community
42101,12/22/20,24.2990251,Philadelphia County,PA,community
42107,12/22/20,41.198321,Schuylkill County,PA,community
42125,12/22/20,33.8324377,Washington County,PA,community
42129,12/22/20,41.5780757,Westmoreland County,PA,community
42133,12/22/20,37.753638,York County,PA,community
42000,12/23/20,43.0092203,Rest of PA,PA,community
42001,12/23/20,38.1688207,Adams County,PA,community
42003,12/23/20,29.2096077,Allegheny County,PA,community
42007,12/23/20,36.4047393,Beaver County,PA,community
42011,12/23/20,36.1707039,Berks County,PA,community
42013,12/23/20,52.3503413,Blair County,PA,community
42017,12/23/20,31.5952546,Bucks County,PA,community
42019,12/23/20,28.6077496,Butler County,PA,community
42021,12/23/20,49.0592282,Cambria County,PA,community
42027,12/23/20,28.7417803,Centre County,PA,community
42029,12/23/20,25.9104071,Chester County,PA,community
42039,12/23/20,45.338439,Crawford County,PA,community
42041,12/23/20,36.342654,Cumberland County,PA,community
42043,12/23/20,38.349294,Dauphin County,PA,community
42045,12/23/20,27.549801,Delaware County,PA,community
42049,12/23/20,42.1036514,Erie County,PA,community
42051,12/23/20,46.4850068,Fayette County,PA,community
42055,12/23/20,40.0211445,Franklin County,PA,community
42069,12/23/20,34.6755734,Lackawanna County,PA,community
42071,12/23/20,39.0421283,Lancaster County,PA,community
42075,12/23/20,41.5273015,Lebanon County,PA,community
42077,12/23/20,29.7639565,Lehigh County,PA,community
42079,12/23/20,34.9493472,Luzerne County,PA,community
42081,12/23/20,48.3087555,Lycoming County,PA,community
42085,12/23/20,44.9553357,Mercer County,PA,community
42089,12/23/20,23.8426844,Monroe County,PA,community
42091,12/23/20,25.8789812,Montgomery County,PA,community
42095,12/23/20,28.8835993,Northampton County,PA,community
42097,12/23/20,47.941144,Northumberland County,PA,community
42101,12/23/20,23.5039851,Philadelphia County,PA,community
42107,12/23/20,39.0304137,Schuylkill County,PA,community
42125,12/23/20,30.852508,Washington County,PA,community
42129,12/23/20,38.6837998,Westmoreland County,PA,community
42133,12/23/20,39.7445865,York County,PA,community
42000,12/24/20,42.8699052,Rest of PA,PA,community
42001,12/24/20,34.6924307,Adams County,PA,community
42003,12/24/20,28.9026234,Allegheny County,PA,community
42007,12/24/20,33.3251403,Beaver County,PA,community
42011,12/24/20,36.6291847,Berks County,PA,community
42013,12/24/20,50.7737795,Blair County,PA,community
42017,12/24/20,30.7576673,Bucks County,PA,community
42019,12/24/20,32.6497762,Butler County,PA,community
42021,12/24/20,50.6780672,Cambria County,PA,community
42027,12/24/20,33.0802002,Centre County,PA,community
42029,12/24/20,25.466033,Chester County,PA,community
42039,12/24/20,49.9281618,Crawford County,PA,community
42041,12/24/20,35.0845595,Cumberland County,PA,community
42043,12/24/20,37.7964135,Dauphin County,PA,community
42045,12/24/20,26.1139684,Delaware County,PA,community
42049,12/24/20,42.4288937,Erie County,PA,community
42051,12/24/20,53.2875795,Fayette County,PA,community
42055,12/24/20,37.0771329,Franklin County,PA,community
42069,12/24/20,35.1886651,Lackawanna County,PA,community
42071,12/24/20,38.6864208,Lancaster County,PA,community
42075,12/24/20,37.5728686,Lebanon County,PA,community
42077,12/24/20,30.9612387,Lehigh County,PA,community
42079,12/24/20,35.1902147,Luzerne County,PA,community
42081,12/24/20,48.7104317,Lycoming County,PA,community
42085,12/24/20,43.4963197,Mercer County,PA,community
42089,12/24/20,24.9301996,Monroe County,PA,community
42091,12/24/20,25.4205219,Montgomery County,PA,community
42095,12/24/20,29.0790698,Northampton County,PA,community
42097,12/24/20,44.7019836,Northumberland County,PA,community
42101,12/24/20,23.558143,Philadelphia County,PA,community
42107,12/24/20,37.6259919,Schuylkill County,PA,community
42125,12/24/20,31.1194646,Washington County,PA,community
42129,12/24/20,38.9018778,Westmoreland County,PA,community
42133,12/24/20,39.0474088,York County,PA,community
42000,12/25/20,43.260564,Rest of PA,PA,community
42001,12/25/20,33.8270926,Adams County,PA,community
42003,12/25/20,28.7512596,Allegheny County,PA,community
42007,12/25/20,37.761565,Beaver County,PA,community
42011,12/25/20,36.4862909,Berks County,PA,community
42013,12/25/20,52.3185506,Blair County,PA,community
42017,12/25/20,31.4936034,Bucks County,PA,community
42019,12/25/20,30.9234516,Butler County,PA,community
42021,12/25/20,49.1338955,Cambria County,PA,community
42027,12/25/20,34.477874,Centre County,PA,community
42029,12/25/20,27.3602867,Chester County,PA,community
42039,12/25/20,47.1010663,Crawford County,PA,community
42041,12/25/20,35.5059842,Cumberland County,PA,community
42043,12/25/20,37.2230022,Dauphin County,PA,community
42045,12/25/20,27.1019527,Delaware County,PA,community
42049,12/25/20,43.2143902,Erie County,PA,community
42055,12/25/20,38.715556,Franklin County,PA,community
42069,12/25/20,36.8781563,Lackawanna County,PA,community
42071,12/25/20,37.359169,Lancaster County,PA,community
42075,12/25/20,37.3290021,Lebanon County,PA,community
42077,12/25/20,31.4224466,Lehigh County,PA,community
42079,12/25/20,35.6025294,Luzerne County,PA,community
42081,12/25/20,47.9502347,Lycoming County,PA,community
42085,12/25/20,45.256089,Mercer County,PA,community
42089,12/25/20,26.1548787,Monroe County,PA,community
42091,12/25/20,24.8597789,Montgomery County,PA,community
42095,12/25/20,29.7734615,Northampton County,PA,community
42097,12/25/20,43.9020536,Northumberland County,PA,community
42101,12/25/20,24.4290478,Philadelphia County,PA,community
42107,12/25/20,39.3803273,Schuylkill County,PA,community
42125,12/25/20,34.0203083,Washington County,PA,community
42129,12/25/20,39.3178272,Westmoreland County,PA,community
42133,12/25/20,39.2050139,York County,PA,community
42000,12/26/20,41.2164972,Rest of PA,PA,community
42001,12/26/20,36.207071,Adams County,PA,community
42003,12/26/20,28.7349904,Allegheny County,PA,community
42007,12/26/20,38.8833978,Beaver County,PA,community
42011,12/26/20,36.377108,Berks County,PA,community
42013,12/26/20,51.4340527,Blair County,PA,community
42017,12/26/20,30.9363162,Bucks County,PA,community
42019,12/26/20,32.4358249,Butler County,PA,community
42021,12/26/20,47.0828462,Cambria County,PA,community
42027,12/26/20,33.9265868,Centre County,PA,community
42029,12/26/20,26.1697674,Chester County,PA,community
42033,12/26/20,50.7091141,Clearfield County,PA,community
42039,12/26/20,48.5300611,Crawford County,PA,community
42041,12/26/20,34.5941103,Cumberland County,PA,community
42043,12/26/20,37.7874749,Dauphin County,PA,community
42045,12/26/20,25.5711696,Delaware County,PA,community
42049,12/26/20,44.6196097,Erie County,PA,community
42055,12/26/20,39.5820505,Franklin County,PA,community
42069,12/26/20,34.7756207,Lackawanna County,PA,community
42071,12/26/20,37.2810798,Lancaster County,PA,community
42075,12/26/20,37.6794861,Lebanon County,PA,community
42077,12/26/20,31.242939,Lehigh County,PA,community
42079,12/26/20,35.3441936,Luzerne County,PA,community
42081,12/26/20,47.4049901,Lycoming County,PA,community
42085,12/26/20,45.8181139,Mercer County,PA,community
42089,12/26/20,27.6255095,Monroe County,PA,community
42091,12/26/20,24.4984346,Montgomery County,PA,community
42095,12/26/20,30.2451454,Northampton County,PA,community
42097,12/26/20,47.0944905,Northumberland County,PA,community
42101,12/26/20,23.4865789,Philadelphia County,PA,community
42107,12/26/20,40.6711708,Schuylkill County,PA,community
42125,12/26/20,36.2421217,Washington County,PA,community
42129,12/26/20,39.5757622,Westmoreland County,PA,community
42133,12/26/20,38.013993,York County,PA,community
42000,12/27/20,42.4442009,Rest of PA,PA,community
42001,12/27/20,34.5995748,Adams County,PA,community
42003,12/27/20,28.4494033,Allegheny County,PA,community
42007,12/27/20,39.2607667,Beaver County,PA,community
42011,12/27/20,36.9285167,Berks County,PA,community
42013,12/27/20,50.6356308,Blair County,PA,community
42017,12/27/20,30.3351979,Bucks County,PA,community
42019,12/27/20,32.8527968,Butler County,PA,community
42021,12/27/20,48.1927759,Cambria County,PA,community
42027,12/27/20,30.4182459,Centre County,PA,community
42029,12/27/20,24.4778092,Chester County,PA,community
42033,12/27/20,48.9063693,Clearfield County,PA,community
42039,12/27/20,48.229862,Crawford County,PA,community
42041,12/27/20,33.0231585,Cumberland County,PA,community
42043,12/27/20,36.2259371,Dauphin County,PA,community
42045,12/27/20,25.8237954,Delaware County,PA,community
42049,12/27/20,43.4225065,Erie County,PA,community
42055,12/27/20,39.9990685,Franklin County,PA,community
42069,12/27/20,32.4158645,Lackawanna County,PA,community
42071,12/27/20,36.3278662,Lancaster County,PA,community
42075,12/27/20,35.4234664,Lebanon County,PA,community
42077,12/27/20,32.1599303,Lehigh County,PA,community
42079,12/27/20,36.3147333,Luzerne County,PA,community
42081,12/27/20,49.4479008,Lycoming County,PA,community
42085,12/27/20,42.6884472,Mercer County,PA,community
42089,12/27/20,28.2197104,Monroe County,PA,community
42091,12/27/20,25.3668913,Montgomery County,PA,community
42095,12/27/20,30.6236512,Northampton County,PA,community
42097,12/27/20,40.941244,Northumberland County,PA,community
42101,12/27/20,22.1006265,Philadelphia County,PA,community
42107,12/27/20,38.8915634,Schuylkill County,PA,community
42125,12/27/20,36.2153544,Washington County,PA,community
42129,12/27/20,41.529252,Westmoreland County,PA,community
42133,12/27/20,37.0334057,York County,PA,community
42000,12/28/20,42.5711648,Rest of PA,PA,community
42001,12/28/20,33.5207928,Adams County,PA,community
42003,12/28/20,27.6316365,Allegheny County,PA,community
42007,12/28/20,37.8437539,Beaver County,PA,community
42011,12/28/20,36.0672702,Berks County,PA,community
42013,12/28/20,48.3817573,Blair County,PA,community
42017,12/28/20,28.9925886,Bucks County,PA,community
42019,12/28/20,31.1314284,Butler County,PA,community
42021,12/28/20,48.6458286,Cambria County,PA,community
42027,12/28/20,33.1538494,Centre County,PA,community
42029,12/28/20,24.6849651,Chester County,PA,community
42033,12/28/20,48.755744,Clearfield County,PA,community
42041,12/28/20,31.9464378,Cumberland County,PA,community
42043,12/28/20,35.3913946,Dauphin County,PA,community
42045,12/28/20,25.9432067,Delaware County,PA,community
42049,12/28/20,43.5640313,Erie County,PA,community
42055,12/28/20,38.6864793,Franklin County,PA,community
42069,12/28/20,32.3375905,Lackawanna County,PA,community
42071,12/28/20,34.9704206,Lancaster County,PA,community
42073,12/28/20,37.0466078,Lawrence County,PA,community
42075,12/28/20,36.9298636,Lebanon County,PA,community
42077,12/28/20,34.0369394,Lehigh County,PA,community
42079,12/28/20,35.1013955,Luzerne County,PA,community
42081,12/28/20,46.241307,Lycoming County,PA,community
42085,12/28/20,39.2724765,Mercer County,PA,community
42089,12/28/20,26.7660988,Monroe County,PA,community
42091,12/28/20,26.3961893,Montgomery County,PA,community
42095,12/28/20,30.2459377,Northampton County,PA,community
42097,12/28/20,40.1042811,Northumberland County,PA,community
42101,12/28/20,23.1118017,Philadelphia County,PA,community
42107,12/28/20,38.160789,Schuylkill County,PA,community
42125,12/28/20,33.6737978,Washington County,PA,community
42129,12/28/20,44.1681485,Westmoreland County,PA,community
42133,12/28/20,36.652085,York County,PA,community
42000,12/29/20,42.8522343,Rest of PA,PA,community
42001,12/29/20,35.8088317,Adams County,PA,community
42003,12/29/20,28.8382772,Allegheny County,PA,community
42007,12/29/20,38.6506835,Beaver County,PA,community
42011,12/29/20,35.712472,Berks County,PA,community
42013,12/29/20,47.9934775,Blair County,PA,community
42017,12/29/20,28.8921751,Bucks County,PA,community
42019,12/29/20,31.0153476,Butler County,PA,community
42021,12/29/20,47.6802453,Cambria County,PA,community
42027,12/29/20,33.166485,Centre County,PA,community
42029,12/29/20,22.8791041,Chester County,PA,community
42033,12/29/20,50.5480439,Clearfield County,PA,community
42039,12/29/20,39.5402962,Crawford County,PA,community
42041,12/29/20,33.4668998,Cumberland County,PA,community
42043,12/29/20,32.987906,Dauphin County,PA,community
42045,12/29/20,26.4063097,Delaware County,PA,community
42049,12/29/20,42.090793,Erie County,PA,community
42055,12/29/20,37.5998272,Franklin County,PA,community
42069,12/29/20,35.7088706,Lackawanna County,PA,community
42071,12/29/20,34.083347,Lancaster County,PA,community
42073,12/29/20,35.711037,Lawrence County,PA,community
42075,12/29/20,35.0591796,Lebanon County,PA,community
42077,12/29/20,35.1945045,Lehigh County,PA,community
42079,12/29/20,35.57861,Luzerne County,PA,community
42081,12/29/20,46.1601311,Lycoming County,PA,community
42085,12/29/20,40.278468,Mercer County,PA,community
42089,12/29/20,26.0807677,Monroe County,PA,community
42091,12/29/20,26.4172139,Montgomery County,PA,community
42095,12/29/20,32.9272978,Northampton County,PA,community
42097,12/29/20,39.2338309,Northumberland County,PA,community
42101,12/29/20,22.606954,Philadelphia County,PA,community
42107,12/29/20,40.0221484,Schuylkill County,PA,community
42125,12/29/20,35.53611,Washington County,PA,community
42129,12/29/20,43.0923369,Westmoreland County,PA,community
42133,12/29/20,37.1882336,York County,PA,community
42000,12/30/20,41.124518,Rest of PA,PA,community
42001,12/30/20,35.1627009,Adams County,PA,community
42003,12/30/20,28.3537176,Allegheny County,PA,community
42007,12/30/20,38.6894689,Beaver County,PA,community
42011,12/30/20,34.2339668,Berks County,PA,community
42013,12/30/20,45.3726169,Blair County,PA,community
42017,12/30/20,27.6133864,Bucks County,PA,community
42019,12/30/20,32.640097,Butler County,PA,community
42021,12/30/20,47.527199,Cambria County,PA,community
42027,12/30/20,33.9841305,Centre County,PA,community
42029,12/30/20,22.9808116,Chester County,PA,community
42033,12/30/20,50.8508859,Clearfield County,PA,community
42039,12/30/20,42.5825395,Crawford County,PA,community
42041,12/30/20,32.70919,Cumberland County,PA,community
42043,12/30/20,31.3063033,Dauphin County,PA,community
42045,12/30/20,26.2015277,Delaware County,PA,community
42049,12/30/20,41.725977,Erie County,PA,community
42051,12/30/20,57.1985638,Fayette County,PA,community
42055,12/30/20,36.9414666,Franklin County,PA,community
42069,12/30/20,34.9870659,Lackawanna County,PA,community
42071,12/30/20,32.6901186,Lancaster County,PA,community
42073,12/30/20,35.7709983,Lawrence County,PA,community
42075,12/30/20,37.4479789,Lebanon County,PA,community
42077,12/30/20,34.7535095,Lehigh County,PA,community
42079,12/30/20,37.5584998,Luzerne County,PA,community
42081,12/30/20,45.0253774,Lycoming County,PA,community
42085,12/30/20,39.9229011,Mercer County,PA,community
42089,12/30/20,25.9746288,Monroe County,PA,community
42091,12/30/20,25.9369209,Montgomery County,PA,community
42095,12/30/20,33.1031214,Northampton County,PA,community
42097,12/30/20,38.8366858,Northumberland County,PA,community
42101,12/30/20,24.2480894,Philadelphia County,PA,community
42107,12/30/20,42.5489055,Schuylkill County,PA,community
42125,12/30/20,36.2773534,Washington County,PA,community
42129,12/30/20,44.3945138,Westmoreland County,PA,community
42133,12/30/20,36.7759692,York County,PA,community
42000,12/31/20,40.1517342,Rest of PA,PA,community
42001,12/31/20,36.9402272,Adams County,PA,community
42003,12/31/20,27.2758502,Allegheny County,PA,community
42007,12/31/20,39.8914213,Beaver County,PA,community
42011,12/31/20,33.2963526,Berks County,PA,community
42013,12/31/20,45.6859221,Blair County,PA,community
42017,12/31/20,27.6660973,Bucks County,PA,community
42019,12/31/20,32.7332931,Butler County,PA,community
42021,12/31/20,47.6822251,Cambria County,PA,community
42027,12/31/20,33.8100567,Centre County,PA,community
42029,12/31/20,24.9627601,Chester County,PA,community
42033,12/31/20,50.8080561,Clearfield County,PA,community
42039,12/31/20,39.7538748,Crawford County,PA,community
42041,12/31/20,34.0069913,Cumberland County,PA,community
42043,12/31/20,32.0135448,Dauphin County,PA,community
42045,12/31/20,25.1441262,Delaware County,PA,community
42049,12/31/20,39.1032396,Erie County,PA,community
42051,12/31/20,54.1937184,Fayette County,PA,community
42055,12/31/20,40.2395158,Franklin County,PA,community
42069,12/31/20,35.0062883,Lackawanna County,PA,community
42071,12/31/20,31.2727624,Lancaster County,PA,community
42073,12/31/20,38.0043731,Lawrence County,PA,community
42075,12/31/20,37.7713926,Lebanon County,PA,community
42077,12/31/20,32.8564305,Lehigh County,PA,community
42079,12/31/20,37.3777944,Luzerne County,PA,community
42081,12/31/20,43.4473771,Lycoming County,PA,community
42085,12/31/20,40.6473451,Mercer County,PA,community
42089,12/31/20,27.2289122,Monroe County,PA,community
42091,12/31/20,27.8576355,Montgomery County,PA,community
42095,12/31/20,31.9142079,Northampton County,PA,community
42097,12/31/20,37.1974312,Northumberland County,PA,community
42101,12/31/20,24.4712129,Philadelphia County,PA,community
42107,12/31/20,43.9046991,Schuylkill County,PA,community
42125,12/31/20,35.4156526,Washington County,PA,community
42129,12/31/20,42.2128437,Westmoreland County,PA,community
42133,12/31/20,37.152214,York County,PA,community
42000,10/1/20,49.2676683,Rest of PA,PA,selfWorry
42003,10/1/20,63.6194317,Allegheny County,PA,selfWorry
42007,10/1/20,50.5093488,Beaver County,PA,selfWorry
42011,10/1/20,51.9973938,Berks County,PA,selfWorry
42013,10/1/20,48.2766678,Blair County,PA,selfWorry
42017,10/1/20,58.4136156,Bucks County,PA,selfWorry
42019,10/1/20,54.6932145,Butler County,PA,selfWorry
42021,10/1/20,47.8406549,Cambria County,PA,selfWorry
42027,10/1/20,62.8053411,Centre County,PA,selfWorry
42029,10/1/20,61.4796088,Chester County,PA,selfWorry
42041,10/1/20,52.2390326,Cumberland County,PA,selfWorry
42043,10/1/20,52.9447423,Dauphin County,PA,selfWorry
42045,10/1/20,63.1681995,Delaware County,PA,selfWorry
42049,10/1/20,54.3538202,Erie County,PA,selfWorry
42055,10/1/20,50.6743849,Franklin County,PA,selfWorry
42069,10/1/20,65.2541018,Lackawanna County,PA,selfWorry
42071,10/1/20,57.7533777,Lancaster County,PA,selfWorry
42075,10/1/20,56.4648851,Lebanon County,PA,selfWorry
42077,10/1/20,61.4140898,Lehigh County,PA,selfWorry
42079,10/1/20,54.9530205,Luzerne County,PA,selfWorry
42081,10/1/20,48.7902948,Lycoming County,PA,selfWorry
42085,10/1/20,47.9562245,Mercer County,PA,selfWorry
42089,10/1/20,55.4773768,Monroe County,PA,selfWorry
42091,10/1/20,57.3838648,Montgomery County,PA,selfWorry
42095,10/1/20,59.8170707,Northampton County,PA,selfWorry
42101,10/1/20,65.8849354,Philadelphia County,PA,selfWorry
42107,10/1/20,52.9410094,Schuylkill County,PA,selfWorry
42125,10/1/20,52.5287909,Washington County,PA,selfWorry
42129,10/1/20,55.5277462,Westmoreland County,PA,selfWorry
42133,10/1/20,54.4892619,York County,PA,selfWorry
42000,10/2/20,49.2774871,Rest of PA,PA,selfWorry
42003,10/2/20,63.0445919,Allegheny County,PA,selfWorry
42007,10/2/20,53.2337833,Beaver County,PA,selfWorry
42011,10/2/20,51.4746483,Berks County,PA,selfWorry
42013,10/2/20,49.4529078,Blair County,PA,selfWorry
42017,10/2/20,58.7616154,Bucks County,PA,selfWorry
42019,10/2/20,54.0395204,Butler County,PA,selfWorry
42021,10/2/20,46.6092695,Cambria County,PA,selfWorry
42027,10/2/20,60.7163355,Centre County,PA,selfWorry
42029,10/2/20,62.952009,Chester County,PA,selfWorry
42041,10/2/20,49.963324,Cumberland County,PA,selfWorry
42043,10/2/20,56.0051626,Dauphin County,PA,selfWorry
42045,10/2/20,62.7171252,Delaware County,PA,selfWorry
42049,10/2/20,55.0705086,Erie County,PA,selfWorry
42055,10/2/20,47.7202987,Franklin County,PA,selfWorry
42069,10/2/20,66.4591835,Lackawanna County,PA,selfWorry
42071,10/2/20,55.678186,Lancaster County,PA,selfWorry
42075,10/2/20,59.7297576,Lebanon County,PA,selfWorry
42077,10/2/20,60.9479345,Lehigh County,PA,selfWorry
42079,10/2/20,54.6287129,Luzerne County,PA,selfWorry
42081,10/2/20,49.5318866,Lycoming County,PA,selfWorry
42085,10/2/20,50.9843177,Mercer County,PA,selfWorry
42089,10/2/20,57.8045783,Monroe County,PA,selfWorry
42091,10/2/20,58.0842794,Montgomery County,PA,selfWorry
42095,10/2/20,60.5685081,Northampton County,PA,selfWorry
42097,10/2/20,51.3723157,Northumberland County,PA,selfWorry
42101,10/2/20,66.3388439,Philadelphia County,PA,selfWorry
42107,10/2/20,56.4545853,Schuylkill County,PA,selfWorry
42125,10/2/20,54.2559516,Washington County,PA,selfWorry
42129,10/2/20,57.1270821,Westmoreland County,PA,selfWorry
42133,10/2/20,52.9387527,York County,PA,selfWorry
42000,10/3/20,50.6204687,Rest of PA,PA,selfWorry
42003,10/3/20,64.1478727,Allegheny County,PA,selfWorry
42007,10/3/20,56.4468605,Beaver County,PA,selfWorry
42011,10/3/20,51.0409027,Berks County,PA,selfWorry
42013,10/3/20,51.5480218,Blair County,PA,selfWorry
42017,10/3/20,57.7403216,Bucks County,PA,selfWorry
42019,10/3/20,53.1012803,Butler County,PA,selfWorry
